,Gender_Female,Gender_Male,Gender_No Gender,Married_No,Married_Yes,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Credit_History_0.0,Credit_History_1.0,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Dependents,LoanAmount,Loan_Amount_Term,ApplicantIncome,CoapplicantIncome,Loan_Status
287,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,120.0,360,3704,2000.0,1
288,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,115.0,360,4124,0.0,1
289,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,187.0,360,9508,0.0,1
290,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,139.0,360,3075,2416.0,1
291,0,1,0,0,1,1,0,1,0,1,0,0,1,0,2,127.0,360,4400,0.0,0
292,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,134.0,360,3153,1560.0,1
293,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,143.0,480,5417,0.0,0
294,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,172.0,360,2383,3334.0,1
295,0,1,0,0,1,1,0,1,0,0,1,0,0,1,3,110.0,360,4416,1250.0,1
296,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,200.0,360,6875,0.0,1
297,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,135.0,360,4666,0.0,1
298,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,151.0,480,5000,2541.0,0
299,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,113.0,360,2014,2925.0,0
300,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,93.0,360,1800,2934.0,0
301,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,105.0,360,2875,1750.0,1
302,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,132.0,360,5000,0.0,1
303,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,96.0,360,1625,1803.0,1
304,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,140.0,360,4000,2500.0,1
305,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,128.0,360,2000,0.0,0
306,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,135.0,360,3762,1666.0,1
307,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,104.0,360,2400,1863.0,0
308,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,480.0,360,20233,0.0,0
309,0,1,0,0,1,0,1,1,0,0,1,1,0,0,2,185.0,360,7667,0.0,1
310,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,84.0,360,2917,0.0,1
311,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,111.0,360,2927,2405.0,1
312,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,56.0,360,2507,0.0,1
313,0,1,0,0,1,1,0,0,1,0,1,1,0,0,2,144.0,84,5746,0.0,1
314,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,159.0,360,2473,1843.0,0
315,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,111.0,180,3399,1640.0,1
316,0,1,0,0,1,1,0,1,0,0,1,0,1,0,2,120.0,360,3717,0.0,1
317,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,88.0,360,2058,2134.0,1
318,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,112.0,360,3541,0.0,1
319,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,155.0,360,10000,0.0,0
320,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,115.0,360,2400,2167.0,1
321,0,1,0,0,1,1,0,1,0,0,1,0,1,0,3,124.0,360,4342,189.0,1
322,0,1,0,0,1,0,1,1,0,0,1,1,0,0,2,128.0,360,3601,1590.0,1
323,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,132.0,360,3166,2985.0,1
324,0,1,0,0,1,1,0,1,0,0,1,1,0,0,3,300.0,360,15000,0.0,1
325,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,376.0,360,8666,4983.0,0
326,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,130.0,360,4917,0.0,1
327,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,184.0,360,5818,2160.0,1
328,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,110.0,360,4333,2451.0,0
329,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,67.0,360,2500,0.0,1
330,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,117.0,360,4384,1793.0,1
331,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,98.0,360,2935,0.0,1
332,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,71.0,360,2833,0.0,1
333,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,490.0,180,63337,0.0,1
334,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,182.0,180,9833,1833.0,1
335,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,70.0,128,5503,4490.0,1
336,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,160.0,360,5250,688.0,1
337,0,1,0,0,1,1,0,0,1,0,1,1,0,0,2,176.0,360,2500,4600.0,1
338,1,0,0,1,0,0,1,1,0,1,0,0,0,1,3,128.0,360,1830,0.0,0
339,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,71.0,360,4160,0.0,1
340,0,1,0,0,1,0,1,1,0,0,1,1,0,0,3,173.0,360,2647,1587.0,0
341,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,46.0,360,2378,0.0,0
342,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,158.0,360,4554,1229.0,1
343,0,1,0,0,1,0,1,1,0,0,1,0,1,0,3,74.0,360,3173,0.0,1
344,0,1,0,0,1,1,0,1,0,0,1,1,0,0,2,125.0,360,2583,2330.0,1
345,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,160.0,360,2499,2458.0,1
346,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,152.0,360,3523,3230.0,0
347,0,1,0,0,1,0,1,1,0,0,1,0,0,1,2,126.0,360,3083,2168.0,1
348,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,259.0,360,6333,4583.0,1
349,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,187.0,360,2625,6250.0,1
350,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,228.0,360,9083,0.0,1
351,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,308.0,360,8750,4167.0,0
352,0,1,0,0,1,1,0,1,0,0,1,1,0,0,3,95.0,360,2666,2083.0,1
353,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,105.0,360,5500,0.0,0
354,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,130.0,360,2423,505.0,1
355,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,116.0,180,3813,0.0,1
356,0,1,0,0,1,1,0,1,0,0,1,1,0,0,2,165.0,360,8333,3167.0,1
357,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,67.0,360,3875,0.0,0
358,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,100.0,480,3000,1666.0,0
359,0,1,0,0,1,1,0,1,0,0,1,0,1,0,3,200.0,360,5167,3167.0,1
360,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,81.0,360,4723,0.0,0
361,0,1,0,0,1,1,0,1,0,0,1,0,1,0,2,236.0,360,5000,3667.0,1
362,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,130.0,360,4750,2333.0,1
363,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,95.0,300,3013,3033.0,1
364,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,141.0,360,6822,0.0,1
365,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,133.0,360,6216,0.0,0
366,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,96.0,480,2500,0.0,0
367,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,124.0,128,5124,0.0,0
368,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,175.0,360,6325,0.0,1
369,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,570.0,360,19730,5266.0,0
370,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,55.0,360,15759,0.0,1
371,0,1,0,0,1,1,0,1,0,0,1,0,1,0,2,155.0,360,5185,0.0,1
372,0,1,0,0,1,1,0,0,1,0,1,1,0,0,2,380.0,300,9323,7873.0,1
373,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,111.0,180,3062,1987.0,0
374,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,110.0,360,2764,1459.0,1
375,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,120.0,180,4817,923.0,1
376,0,1,0,0,1,1,0,1,0,0,1,1,0,0,3,130.0,360,8750,4996.0,1
377,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,130.0,360,4310,0.0,1
378,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,71.0,480,3069,0.0,0
379,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,130.0,360,5391,0.0,1
380,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,128.0,360,3333,2500.0,1
381,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,296.0,360,5941,4232.0,1
382,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,156.0,360,6000,0.0,1
383,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,128.0,360,7167,0.0,1
384,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,100.0,360,4566,0.0,0
385,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,113.0,180,3667,0.0,1
386,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,132.0,360,2346,1600.0,1
387,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,128.0,360,3010,3136.0,0
388,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,136.0,360,2333,2417.0,1
389,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,125.0,360,5488,0.0,1
390,0,1,0,1,0,1,0,1,0,0,1,1,0,0,3,185.0,360,9167,0.0,1
391,0,1,0,0,1,1,0,1,0,0,1,1,0,0,3,275.0,360,9504,0.0,1
392,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,120.0,360,2583,2115.0,1
393,0,1,0,0,1,0,1,1,0,0,1,0,1,0,2,113.0,180,1993,1625.0,1
394,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,113.0,360,3100,1400.0,1
395,0,1,0,0,1,1,0,1,0,0,1,0,1,0,2,135.0,360,3276,484.0,1
396,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,71.0,360,3180,0.0,0
397,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,95.0,360,3033,1459.0,1
398,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,109.0,360,3902,1666.0,1
399,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,103.0,360,1500,1800.0,0
400,0,1,0,0,1,0,1,1,0,1,0,0,0,1,2,45.0,180,2889,0.0,0
401,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,65.0,300,2755,0.0,0
402,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,103.0,360,2500,20000.0,1
403,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,53.0,360,1963,0.0,1
404,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,194.0,360,7441,0.0,0
405,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,115.0,360,4547,0.0,1
406,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,115.0,360,2167,2400.0,1
407,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,66.0,360,2213,0.0,1
408,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,152.0,300,8300,0.0,0
409,0,1,0,0,1,1,0,1,0,1,0,1,0,0,3,360.0,360,81000,0.0,0
410,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,62.0,360,3867,0.0,0
411,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,160.0,360,6256,0.0,1
412,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,218.0,360,6096,0.0,0
413,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,110.0,360,2253,2033.0,1
414,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,178.0,360,2149,3237.0,0
415,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,60.0,360,2995,0.0,1
416,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,160.0,360,2600,0.0,0
417,0,1,0,0,1,1,0,0,1,0,1,0,0,1,2,239.0,360,1600,20000.0,0
418,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,112.0,360,1025,2773.0,1
419,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,138.0,360,3246,1417.0,1
420,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,138.0,360,5829,0.0,1
421,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,80.0,128,2720,0.0,0
422,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,100.0,360,1820,1719.0,1
423,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,110.0,128,7250,1667.0,0
424,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,96.0,360,14880,0.0,1
425,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,121.0,360,2666,4300.0,1
426,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,81.0,360,4606,0.0,0
427,0,1,0,0,1,1,0,1,0,0,1,0,1,0,2,133.0,360,5935,0.0,1
428,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,87.0,360,2920,16.12000084,1
429,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,60.0,180,2717,0.0,1
430,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,150.0,360,8624,0.0,1
431,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,105.0,360,6500,0.0,0
432,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,405.0,360,12876,0.0,1
433,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,143.0,360,2425,2340.0,1
434,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,100.0,360,3750,0.0,1
435,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,128.0,240,10047,0.0,1
436,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,50.0,360,1926,1851.0,1
437,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,128.0,360,2213,1125.0,1
438,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,187.0,360,10416,0.0,0
439,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,138.0,360,7142,0.0,1
440,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,187.0,360,3660,5064.0,1
441,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,180.0,360,7901,1833.0,1
442,0,1,0,1,0,0,1,1,0,0,1,0,1,0,3,148.0,360,4707,1993.0,1
443,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,152.0,360,37719,0.0,1
444,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,175.0,300,7333,8333.0,1
445,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,130.0,360,3466,1210.0,1
446,0,1,0,0,1,0,1,1,0,0,1,1,0,0,2,110.0,360,4652,0.0,1
447,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,55.0,360,3539,1376.0,0
448,0,1,0,0,1,1,0,1,0,1,0,1,0,0,2,150.0,360,3340,1710.0,0
449,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,190.0,360,2769,1542.0,0
450,0,1,0,0,1,0,1,1,0,1,0,1,0,0,2,125.0,360,2309,1255.0,0
451,0,1,0,0,1,0,1,1,0,0,1,0,0,1,2,60.0,300,1958,1456.0,1
452,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,149.0,360,3948,1733.0,0
453,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,90.0,180,2483,2466.0,1
454,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,84.0,360,7085,0.0,1
455,0,1,0,0,1,1,0,1,0,0,1,0,1,0,2,96.0,360,3859,0.0,1
456,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,118.0,360,4301,0.0,1
457,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,173.0,360,3708,2569.0,0
458,0,1,0,1,0,1,0,1,0,0,1,1,0,0,2,136.0,360,4354,0.0,1
459,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,160.0,360,8334,0.0,0
460,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,160.0,360,2083,4083.0,1
461,0,1,0,0,1,1,0,1,0,0,1,0,0,1,3,128.0,180,7740,0.0,1
462,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,153.0,360,3015,2188.0,1
463,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,132.0,360,5191,0.0,1
464,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,98.0,360,4166,0.0,0
465,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,140.0,360,6000,0.0,1
466,0,1,0,0,1,0,1,1,0,1,0,0,0,1,3,70.0,180,2947,1664.0,0
467,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,110.0,360,16692,0.0,1
468,1,0,0,0,1,0,1,1,0,0,1,0,1,0,2,98.0,360,210,2917.0,1
469,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,110.0,360,4333,2451.0,0
470,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,162.0,360,3450,2079.0,1
471,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,113.0,180,2653,1500.0,0
472,0,1,0,0,1,1,0,1,0,0,1,0,1,0,3,100.0,360,4691,0.0,1
473,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,93.0,360,2500,0.0,1
474,0,1,0,1,0,1,0,1,0,0,1,1,0,0,2,162.0,360,5532,4648.0,1
475,0,1,0,0,1,1,0,0,1,0,1,1,0,0,2,150.0,360,16525,1014.0,1
476,0,1,0,0,1,1,0,1,0,0,1,0,1,0,2,230.0,300,6700,1750.0,1
477,0,0,1,0,1,1,0,1,0,1,0,0,1,0,2,132.0,360,2873,1872.0,0
478,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,86.0,360,16667,2250.0,1
479,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,128.0,360,2947,1603.0,0
480,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,154.0,360,4350,0.0,1
481,0,1,0,0,1,0,1,1,0,0,1,1,0,0,3,113.0,360,3095,0.0,1
482,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,128.0,360,2083,3150.0,1
483,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,234.0,360,10833,0.0,1
484,0,1,0,0,1,1,0,1,0,0,1,0,1,0,2,246.0,360,8333,0.0,1
485,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,131.0,360,1958,2436.0,1
486,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,80.0,360,3547,0.0,0
487,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,500.0,360,18333,0.0,0
488,0,1,0,0,1,1,0,0,1,0,1,0,1,0,2,160.0,360,4583,2083.0,1
489,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,75.0,360,2435,0.0,0
490,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,96.0,360,2699,2785.0,1
491,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,186.0,360,5333,1131.0,1
492,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,110.0,360,3691,0.0,1
493,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,225.0,360,17263,0.0,1
494,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,119.0,360,3597,2157.0,0
495,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,105.0,84,3326,913.0,1
496,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,107.0,360,2600,1700.0,1
497,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,111.0,12,4625,2857.0,1
498,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,95.0,360,2895,0.0,1
499,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,209.0,360,6283,4416.0,0
500,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,113.0,480,645,3683.0,1
501,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,100.0,360,3159,0.0,1
502,0,1,0,0,1,1,0,1,0,0,1,0,1,0,2,208.0,360,4865,5624.0,1
503,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,138.0,360,4050,5302.0,0
504,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,124.0,300,3814,1483.0,1
505,0,1,0,0,1,1,0,1,0,0,1,1,0,0,2,243.0,360,3510,4416.0,1
506,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,480.0,360,20833,6667.0,1
507,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,96.0,360,3583,0.0,0
508,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,188.0,360,2479,3013.0,1
509,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,40.0,360,13262,0.0,1
510,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,100.0,360,3598,1287.0,0
511,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,250.0,360,6065,2004.0,1
512,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,148.0,360,3283,2035.0,1
513,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,70.0,180,2130,6666.0,0
514,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,311.0,360,5815,3666.0,0
515,0,1,0,0,1,1,0,1,0,0,1,1,0,0,3,150.0,360,3466,3428.0,1
516,1,0,0,0,1,1,0,1,0,0,1,0,1,0,2,113.0,480,2031,1632.0,1
517,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,123.0,360,3074,1800.0,0
518,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,185.0,360,4683,1915.0,0
519,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,95.0,360,3400,0.0,0
520,0,1,0,0,1,0,1,1,0,0,1,0,1,0,2,45.0,360,2192,1742.0,1
521,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,55.0,360,2500,0.0,1
522,0,1,0,0,1,1,0,0,1,0,1,1,0,0,3,100.0,360,5677,1424.0,1
523,0,1,0,0,1,1,0,0,1,0,1,1,0,0,2,480.0,360,7948,7166.0,1
524,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,128.0,360,4680,2087.0,0
525,0,1,0,0,1,1,0,0,1,0,1,1,0,0,2,400.0,360,17500,0.0,1
526,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,110.0,360,3775,0.0,1
527,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,161.0,360,5285,1430.0,1
528,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,94.0,360,2679,1302.0,1
529,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,130.0,360,6783,0.0,1
530,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,216.0,360,1025,5500.0,1
531,0,1,0,0,1,1,0,1,0,0,1,0,0,1,3,100.0,360,4281,0.0,1
532,0,1,0,1,0,1,0,1,0,1,0,1,0,0,2,110.0,360,3588,0.0,0
533,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,196.0,360,11250,0.0,0
534,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,125.0,360,18165,0.0,1
535,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,126.0,360,2550,2042.0,1
536,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,324.0,360,6133,3906.0,1
537,0,1,0,1,0,1,0,1,0,0,1,0,1,0,2,107.0,360,3617,0.0,1
538,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,66.0,360,2917,536.0,0
539,0,1,0,0,1,1,0,1,0,0,1,1,0,0,3,157.0,180,6417,0.0,1
540,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,140.0,180,4608,2845.0,1
541,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,99.0,360,2138,0.0,0
542,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,95.0,360,3652,0.0,1
543,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,128.0,360,2239,2524.0,1
544,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,102.0,360,3017,663.0,1
545,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,155.0,360,2768,1950.0,1
546,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,80.0,36,3358,0.0,0
547,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,145.0,360,2526,1783.0,1
548,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,103.0,360,5000,0.0,0
549,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,110.0,360,2785,2016.0,1
550,0,1,0,0,1,1,0,0,1,1,0,1,0,0,2,128.0,360,6633,0.0,0
551,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,128.0,360,2492,2375.0,1
552,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,158.0,360,3333,3250.0,1
553,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,181.0,360,2454,2333.0,0
554,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,132.0,180,3593,4266.0,0
555,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,26.0,360,5468,1032.0,1
556,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,84.0,360,2667,1625.0,1
557,0,1,0,0,1,1,0,0,1,0,1,0,1,0,3,260.0,360,10139,0.0,1
558,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,162.0,360,3887,2669.0,1
559,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,182.0,360,4180,2306.0,1
560,0,1,0,0,1,0,1,1,0,0,1,0,1,0,2,108.0,360,3675,242.0,1
561,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,600.0,360,19484,0.0,1
562,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,211.0,360,5923,2054.0,1
563,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,132.0,360,5800,0.0,1
564,0,1,0,0,1,1,0,1,0,1,0,0,0,1,2,258.0,360,8799,0.0,0
565,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,120.0,360,4467,0.0,1
566,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,70.0,360,3333,0.0,1
567,0,1,0,0,1,1,0,1,0,1,0,1,0,0,3,123.0,360,3400,2500.0,0
568,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,9.0,360,2378,0.0,0
569,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,104.0,360,3166,2064.0,0
570,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,186.0,360,3417,1750.0,1
571,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,165.0,360,5116,1451.0,0
572,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,275.0,360,16666,0.0,1
573,0,1,0,0,1,0,1,1,0,0,1,0,1,0,2,187.0,480,6125,1625.0,0
574,0,1,0,0,1,1,0,1,0,0,1,0,1,0,3,150.0,360,6406,0.0,0
575,0,1,0,0,1,1,0,1,0,0,1,0,0,1,2,108.0,84,3159,461.0,1
576,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,136.0,360,3087,2210.0,0
