review,movie_name,label_name,predicted_label_MNB,y_true,y_pred_MNB,predicted_label_knn,y_pred_knn,predicted_label_tfidf_knn,y_pred_tfidf_knn,predicted_label_we_mnb,y_pred_we_mnb,predicted_label_tfidf_svc,y_pred_tfidf_svc,predicted_label_tfidf_rfc,y_pred_tfidf_rfc
"The Suicide Squad not only succeeds as a superhero movie, but a film overall. It's very funny, and the performances are great. John Cena as Peacemaker, really stands out, Idris Elba as Bloodsport is also really good. All the characters are enjoyable, even fucking Polka Dot Man was done well. The most surprising villain that they got right was Nanaue; they somehow managed to make King Shark, a massive killing machine, cute. You know that all of our protagonists are extremely dangerous, but each of them has their own charm that makes them bearable. The story is good, but not great. It's completely absurd, so you need some suspension of disbelief for the plot to work. The best idea in the whole film is the opening scene, they do something very clever, which prepares the viewer for what's to come. It was the perfect way to start the film. All in all, The Suicide Squad is a great step forward for DC. I look forward to what they do with these characters in the future, which is kind of a new feeling for fans.",the_suicide_squad,DC Extended Universe,DC Extended Universe,0,0,DC Extended Universe,0,DC Extended Universe,0,Marvel Cinematic Universe,1,DC Extended Universe,0,DC Extended Universe,0
"Harry Potter and the Goblet of Fire is awesome. The story is the best from every sector. considered perfect The start of the battle, adventure, action that has come into play due to the fact that in this sector Hogwarts has organized a Triwizard tournament. Tourmemt and other magic schools are also participating. Each school will send a representative to compete in this magic tournament. The age of the participants must be at least 17 years old, although Harry is not yet. Reached the criteria, but he accidentally entered the competition. This creates a lot of turmoil because the life expectancy line that Dumbledore, Head Professor of Horgwarts, has a dash. There's no way a child under 17 can deceive, causing the whole school to think that Harry lied that he wasn't doing it, and Harry's best friend Ron became jealous because he thought Harry wanted to be a hero. That's a really crazy idea for me. It frustrates me a lot with Ron's stupidity, but it's understandable because it's Ron Lol, and it leaves Harry out of nowhere. I'm so sad.  Ron is seriously bipolar in this regard.
	I liked this part because I saw the development of the relationship of the 3 friends, the different stages they had to prepare. It gave me a lot of excitement, such as the amazing battle between Harry and the dragon. He fights with excitement. And the scene where you have to open the underwater crystal ball in order to hear the hint to understand because it's a hint from the mermaids that make it on land to not understand. It was a scene that was truly unthinkable. seeing many wonderful things The creatures in the magical world that I had imagined while reading. The effect is done very well. Many characters appear in this installment a lot or even Harry has used what he learned to compete. It's amazing how he remembered what he had learned, Lol.
	The movie puts more pressure on the viewers with the final mission that viewers like me watch and become uncomfortable instead. because everyone was led into the maze There aren't any demons here, but what we do find is the fear in our minds of going in the unknown and unfamiliar places. Suffocation and the scene clashing with the resurrected Lord Voldemort. He was really scary but he killed my Cedric which was way too easy. The effects of this movie never really disappoint. Every scene is great, amazing blend of magic, horror, humor and comedy and it's extremely entertaining and darker than the previous films.
	It's not a perfect movie. A lot of things were rushed and skipping the good ones made me still prefer the book. but for the time 157 minutes watched I'm not disappointed at all It's a very good time. I will definitely continue to watch it every year, I believe that. I recommend.",harry_potter_and_the_goblet_of_fire,Wizarding World,Wizarding World,4,4,Wizarding World,4,Wizarding World,4,Marvel Cinematic Universe,1,Wizarding World,4,Wizarding World,4
"No, I'm sorry, I can't with this movie. I'm going to go out on a limb and say it's the worst in the MCU. It misses everything they built up in Thor. The character is still good, but the story there is no saving it. A villain with no personality, no reason to be, bland. I also think it's a big mistake that they gave so much attention to Darcy and the other supporting characters. Yes, sometimes they can be a good comic relief, but here they overdo it. Loki dying again but not really, it already feels too forced. I think many will agree with me that they don't even remember half the movie. The only important thing is the reality gem which isn't even a gem to begin with.",thor_the_dark_world,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Star Wars,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"This doesn't even feel like a recent Marvel movie - comes across as slapdash and hastily put together, the plot doesn't really make sense.

This business with Thena getting out of control over and over, they should have dealt with that, she's a danger to the whole team.

A spicier take would have been: What's so special about humanity that we should save them? They're ruining the planet and the people they tend to put in charge are just the worst. We're letting the Celestial out, and then the Avengers have to stop the Eternals.

Glad I didn't pay to see this one in the theater.",eternals,Marvel Cinematic Universe,Star Wars,1,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Star Wars,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Marvels The Avengers was a movie most comic book fans never thought would occur, and not only did it occur, but it lived up to all the expectations it had on its shoulders. This is a movie that needs to be watched, it is easily still one of my top favorite marvel movies, and it holds up to this day as a great film. While the plot itself is simple, the characters and actions scenes within this movie hold it together and make it a fun movie to watch, even with its dialogue heavy middle. This is a must watch again with Avengers Endgame coming up, as it is the first time these characters were brought together on the big screen. With its importance there, and Endgame being the final send off for Infinity Saga, I would be very surprised if this movie isn't heavily referenced at some point within the film. Go back and watch this film, you won't be disappointed.",marvels_the_avengers,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"When I first saw the opening scene, it reminded me of a classic 80s TV Show: campy, dramatic, and colorful. I thought it was going to be great, but that's the only good scene on this movie. Everything went downhill from there. 

Diana was nerfed from being a smart, strong woman to a heartbroken, teenage-like girl. The chains of events are only happening because its convenient for the characters. The villain was only interesting at first before becoming a joke on the third act. Cheetah was underused. 

Everything that made the first movie great was taken out and what was left was a pile of trash. What a waste of soo much great potential!",wonder_woman_1984,DC Extended Universe,Marvel Cinematic Universe,0,1,MonsterVerse,2,MonsterVerse,2,MonsterVerse,2,Marvel Cinematic Universe,1,DC Extended Universe,0
"I've seen this movie more than twenty times? Yes. This movie is epic, eleven years of a amazing universe, so come this! Is perfect, is incredible, all the heroes together, a worth conclusion, is not the perfect story, but, it's the perfect hero movie, doesn't means that is better than all superheroes movies, but it means that here we have the greatest production in the entire theatre of heroes.",avengers_endgame,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,MonsterVerse,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Burdened with a glorious purpose…

And it's the finale of the quest of Harry Potter and his friends. Wow this one was awesome. The danger could not be any more prominent, and characters said his name because who cares, he's going to kill them anyway. 

The dead counts speed through the roof with this one. However, with certain deaths revealed the true glorious purposes that those characters were burdened with. I saw some of them in different light, and it was very sad.

The beginning started just a little bit slow, but after that, the movie became unrelentingly thrilling. Even though it's the shortest in runtime in the franchise, I was basically glued to the TV the entire time. I sensed so much urgency in Harry and could not be more invested in him and his allies. 

The ending did not disappoint and delivered plenty explosion, wizardry, and valor from the characters. Everyone united and faced the strong and desperate dark lord himself. It was glorious. 

Overall, a magnificent way to end the franchise. I enjoyed almost every installment, but this one for sure delivered all aspects. 9.5/10",harry_potter_and_the_deathly_hallows_part_2,Wizarding World,Wizarding World,4,4,DC Extended Universe,0,DC Extended Universe,0,Star Wars,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"I don't know-I just feel like Ant Man is a very unnecessary character at times. Paul Rudd is a very good actor, and I feel like he makes a good Marvel hero, but Ant Man just feels like a character that doesn't live up to his talents. Him and Evangeline Lilly have decent chemistry, but it's not up to the level of other Marvel heroes such as Chris Evans and Haley Atwell. The connection to Infinity War was good, but we all knew it was coming. I doubt I'd watch this again unless I were going through the MCU movies again, and even then, I might just skip it.",ant_man_and_the_wasp,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,MonsterVerse,2,Star Wars,3,DC Extended Universe,0,DC Extended Universe,0
"Not sure why the audience reviews are so bad- most seem to have some other agenda rather than actually thinking the film was bad. 
As for me, I began this movie with low expectations, prepared for a very woke/feminist trashy plot with all the focus being on 'oh my god its a girl wow' and not much relevance to the MCU, I did NOT expect to be invested in the film at all. 
What I got was a plot that was actually almost an origin story for the MCU, with a healthy amount of girl power that was pleasant and not rubbed in the face, and quite a decent storyline with some cool action scenes and good humour. It's not the best film I've seen- the plot was a bit predictable in places and the after a certain point the villains didn't seem dangerous enough for the plot to feel threatened by them- but nonetheless I enjoyed seeing a less serious (and two-eyed!) version of Nick Fury and overall this film far exceeded my expectations; I enjoyed it more than I thought it would and certainly far more than reviewers who let some outside source affect their experience. Goose the cat/Flerken is the best character IMO. 
I'd recommend you watch it but please don't let some internet feud spoil it for you. Enjoy!",captain_marvel,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,MonsterVerse,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Star Wars,3,Star Wars,3
"The ratio sucks, with twice the time only cyborge is done better, all the stupid stuff from the previous movie is still in this one but in slow mo, all the stupid charecters are still in this movie, the flash 'flashback' where he saves iris is supper creepy and theres zero chance the dog lady berry is submiting an applacation to didn't see the front glass break and berry holding iris on the streat then speeding back inside. The orginal sucked but it at least didn't have a shit ascept ratio and was only 2 hours long. No director should ever be given the freedom that Zack had. Especially Zack",zack_snyders_justice_league,DC Extended Universe,DC Extended Universe,0,0,DC Extended Universe,0,DC Extended Universe,0,Star Wars,3,Marvel Cinematic Universe,1,DC Extended Universe,0
"As this film signifies a darker turn in the series, we see the characters begin maturing physically, emotionally, and even romantically. This broader scope of the world creates a deeper connection for the audience. With the continuation of great characters, as well as the introduction of new ones, we fall in love with these characters and begin understanding their goals. While John Williams is one of the greatest music writers in modern history, Patrick Doyle is a great successor! (Shoutout to Jeff Rawle, who plays such a small role, but creates one of the most moving and memorable moments in the series).",harry_potter_and_the_goblet_of_fire,Wizarding World,Marvel Cinematic Universe,4,1,Star Wars,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,MonsterVerse,2
"This movie is a really good movie for me, but it might have been a little confusing on the intro for those who didn't watch the previous episode, it would have been nice to have a little bit of a reversal. But that doesn't make the movie any less fun.
    In this movie, we will meet the most exciting and epic battle in the Marvel Universe that we may not have seen in any other movie because of the fight against the eternal villains, Thanos, who has already possessed Infinity Gallet with all colors of gems, made him very powerful and made the all of the Avengers join in the fight. After all, it feels bent that the main character like Iron Man has to give up his life, and it's a scene that brings tears to my eyes.
   Avenger: Endgame, even though it's the end, I think it's the most perfect ending. Since protecting others requires sacrificing something or even someone's life to keep all the people on this planet alive, that's what we appreciate call them 'hero'.
   From the previous episode I watched, Avenger: Civil War, I felt that episode was really dreary and compared to this episode, making it clear that Marvel has evolved even more, whether it's a story walk that makes more sense, the effects are made me goosebump and think that it would cost more than a billion dollars. It likes Endgame is the best episode for all Avenger movies I've seen.
   Compared to movies and cartoons, I still feel that the movie itself is still not as detailed as it is in comic books, probably because with a few hours to screen and many books that can be released, it has to be partially dissolved.
   In the end, I'd like to conclude that it's a movie that's worth watching for once, but if you don't like such fantasy action movies, I wouldn't recommend it to you since it makes you feel dizzy and not fun at all, but for the fantasy action movie disciples, I recommend it to you all

I love you 3000 ❤️",avengers_endgame,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Imperio… Crucio… Avada Kadavra… now time to go to Azkaban.

So there's more than one wizard school. The plot is about the Triwizard tournament, where each school's representative battled for the glory. But somehow Potter was chosen as the fourth contestant, and we have ourselves a fun and intense story.

I was surprised and happy that I wasn't bored through another two and a half hours of this franchise. This is the first one that kept my interest throughout. Again, there were more unique wizard stuff that further expanded the universe. This was always fun to watch, and this movie still kept that tradition going.

The first half actually was teen drama where the students went to a ball. The romance was more prominent, and even became naughty in some scenes.  What drove the plot was the tournament, and the looming danger that hid beneath it throughout the runtime.

When the imminent doom hit at around the last round of the tournament, the movie became vastly more intense. For the first time, I felt that Harry's life was in actual danger. 

As for problems, the runtime was still a tad bit long. Also, some of the rounds in the tournament were pretty weak an could have been more fun.

Overall, this movie is where the main story actually starts. 9/10",harry_potter_and_the_goblet_of_fire,Wizarding World,Marvel Cinematic Universe,4,1,MonsterVerse,2,Wizarding World,4,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Avengers: Age of Ultron is a good movie. It was full of action, memorable scenes and a great step forward for the Avengers, but it was also disappointing. Don't get me wrong, the movie was enjoyable, but in the trailers it was shown as a dark movie with serious themes and with a villain like Ultron i expected more. Especially after watching What If Episode 8 and 9, it can be seen how much wasted potential they had. The introductions to the new characters Wanda, Pietro and Vision were great, all trough it was very weird to kill of Quicksilver in his first movie appearance. Even tho the many flaws, it perfectly sets up one of the most important movies in the MCU, ""Captain America: Civil War"".",avengers_age_of_ultron,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,DC Extended Universe,0,Star Wars,3,Marvel Cinematic Universe,1,DC Extended Universe,0
"""One Box to rule them all,
One Box to find them,
One Box to bring them all
and in the darkness bind them.""

Sorry, wrong movie.

The flying monkeys sure were cool.

Sorry, wrong movie, again.  Virtually every scene in this movie reminded me of something that I've already seen in another movie.  I guess that if you are ten years old and have never seen a movie before, it might be worth seeing.  The whole thing was so inane and predictable, there is not much more to say.
I can't wait to see how they explain both Clark Kent and Gandolf I mean Superman come back to life at the same time.",justice_league_2017,DC Extended Universe,Marvel Cinematic Universe,0,1,DC Extended Universe,0,DC Extended Universe,0,Star Wars,3,DC Extended Universe,0,MonsterVerse,2
"Ant-Man might not be the most complex Marvel Cinematic Universe movie but is Definity the most fun and engaging of them all. The movie takes absurdity to the highest level possible, and has fun doing it, leading to a movie that is entertaining no matter how many times you watch it. The chemistry between Scott and Hank is well written and displayed throughout the film, that their relationship and understanding of each other grows. There are no leaps of faith in the actual writing either, the only downside of this movie would be the villain Darren Cross comes off as completely generic, and as a result scene with him end up bringing down the movie. Ant-Man is one of the few Marvel movies that can stand on its own. For an Avengers rewatch this movie can be skipped as it doesn't introduce too much to the Marvel Cinematic Universe, but I highly recommend watching it again anyway.",antman,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"The Ego reveal is the only thing saving this film from getting a 2.5 or 3-star rating. The humor in this film still does not work for me and a lot of it is cringy. There are also some slow parts. Yondu's sacrifice helps this film as well, but the Guardians movies are the run-of-the-mill cookie-cutter Marvel films. Nothing special, but not Awful. Can be entertaining, but is a razor's edge away from being Fine. 

Rating - Good",guardians_of_the_galaxy_vol_2,Marvel Cinematic Universe,Wizarding World,1,4,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Star Wars,3,Marvel Cinematic Universe,1,MonsterVerse,2
"While I did not particularly care for this specific movie among the others, it plays a major part in Thor's growth, responsibility and character. The family dynamics have drastically changed and it is important to note a morality shift that would pave the way for future situations.",thor_ragnarok_2017,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,DC Extended Universe,0,MonsterVerse,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Siendo sincero creo que es la mejor pelicula de spider-man aunque tuvo algun error de guion quien pudiera traer a tantos iconicos personajes tan amados de vuelta, ver el cambio del spider-man de tom holland, verlo madurar fue de lo mejor, creo que estoy hablando en todas las salas cuando digo que en todas las salas gritamos, lloramos y saltamos. En fin la mejor peli de spider-man",spider_man_no_way_home,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,MonsterVerse,2,Wizarding World,4,MonsterVerse,2,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"I'm speechless right after I saw the movie. As a fan of Spiderman, to see 3 of Spidermans generation at the same time on one screen is like a dream to me and every Marvel fans in the world. The interaction between 3 Spidermans and the rest of the characters is so natural. The sound and visual is kinda good but it can be better. Everybody should see this film on theater because it's the best way to enjoy the movie",spider_man_no_way_home,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,DC Extended Universe,0,Wizarding World,4,Star Wars,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"I understand they want to create and elevate more strong female characters, but with Captain Marvel it's seem like that is the ONLY thing they focused on. This movie is riddled with glaring, plot holes and mediocre, lazy writing that often ignores, negates, and/or renders nonsensical, several elements previously established in the MCU. The development of the main character seemed rushed and is so shallow, one dimensional and forced, that it almost seems as if the message they were trying to convey was more important to them than the story itself or creating a complex, well rounded character, that is intended (I assume) to be a cornerstone  in the next phase of the MCU.",captain_marvel,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,DC Extended Universe,0,Marvel Cinematic Universe,1,Star Wars,3,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"With only the vaguest whiff of a story and a lack of character development even in Bruce Banner, the sort of tortured conflicted comic book character seemingly custom-made for character development, The Incredible Hulk really only has its special effects going for it. And while those are decent, a movie that is nothing but its special effects is not a movie. Ed Norton doesn't really do much with the role. Yes, I know Ed Norton is a brilliant actor prone to giving amazing performances, but he just doesn't do that here; Mark Ruffalo's iconic Bruce Banner in the Avengers is far more interesting than Norton's here.",the_incredible_hulk,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,MonsterVerse,2,DC Extended Universe,0,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Godzilla 2014 is a fresh and recommended product to see. There may be some mistakes as a lot of films, but it is very enjoyable for its realistic effects (despite to be very dark) and his interesting characters, except for the protagonist. Its soundtrack may not be too attractive as the 2004 film, but you can see the effort and care put into this film to try to be very original and not fall into nostalgia with cliches. The main and true protagonist does not come out much and that the ""villains"" can is kinda disappointing; but it gives it some tension so that Godzilla seems like an overwhelming and powerful being that should not be messed with.",godzilla_2014,MonsterVerse,MonsterVerse,2,2,MonsterVerse,2,MonsterVerse,2,MonsterVerse,2,MonsterVerse,2,MonsterVerse,2
"This film is DEFINITELY overrated, but that doesn't mean it's not fun. Hearing ""Pure Imagination"" while watching Thor go on a rollercoaster to find Jeff Goldblum on a space planet is something I never knew I needed to see. If that sounds good to you, then you will definitely enjoy the film. Hemsworth, Thompson and Goldblum are standouts.",thor_ragnarok_2017,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Star Wars,3,Marvel Cinematic Universe,1,DC Extended Universe,0,Marvel Cinematic Universe,1,MonsterVerse,2
The movie was ultimately a cliché rolled directly out of a rushed cinematic universe. The magic and creativity of Marvel was gimped into a not-so-funny lackluster movie that eventually led to this. Though the historical impact this movie had in team-up superhero movies is ultimately the longest lasting legacy I am happy this movie paved the way for.,marvels_the_avengers,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,DC Extended Universe,0,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
"Really? I mean, just really? Anybody who worked on anything having to do with this movie needs to be put on the Hollywood blacklist. This movie was on par with the likes of Halle Berry's Catwoman or Ben Affleck's Daredevil (except with 100x the budget). It should be shown in Film School so that prospecting young filmmakers can see that they cannot buy their way out of making something awful.

(Side note) I understand that Gal Gadot is an incredibly beautiful actress. She is also incredibly talented. Everybody understands this. Will they please stop having scenes where she is up in the air in a super model pose with the thousand yard stare and her hair flailing against the wind? These scenes are far too artificial. She stops being Wonder Woman and turns into an actress playing Wonder Woman and it stands out. Next time, they should focus on a decent plot and her ability will work itself out. We do not need it to be force fed (or in the case of this movie: waterboarded).",wonder_woman_1984,DC Extended Universe,DC Extended Universe,0,0,DC Extended Universe,0,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,DC Extended Universe,0,Marvel Cinematic Universe,1
"Superhero films are always fun to watch when they are done right, and while to some degree it is understandable why people wouldn't be totally enamoured with it(as seen in a lot of the negative comments, a lot of them being condescending though- enough with the ignorant conspiracy theories already!- and some not even worthy of being called reviews) Avengers Assemble for me was an example of a fun and intelligent superhero film that was done right. True, the story is formulaic but not to the extent that was too distracting. In fact my only two complaint was to do with one performances that didn't quite work personally. And that was Jeremy Renner who was rather on the dull side as Hawkeye, whose character development did seem a little rushed and underwritten, that Hawkeye has inner demons is made very clear but it could have come through more strongly. However the rest of the performances were great, a big shout out going to Tom Hiddleston who is serpentine personified as Loki, though Robert Downey Jnr's charismatic Iron Man, Samuel L. Jackson's no-nonsense Nick Fury, Mark Ruffalo's very confident Hulk(he doesn't make you miss Eric Bana or Ed Norton), Chris Hemsworth's dynamic and not wimpy Thor(if he was I put it down to his hidden demons character development) and Chris Evans' modest, heartfelt Captain America were equally great. Scarlett Johansson convinces mostly too, Black Widow's back story is intriguing and Johansson is wonderful when she acts fearless but when in her emotional, imploring moments her acting is rather forced and out of character for Black Widow. For a film with as many characters as seen here, Avengers Assemble still makes a vast majority of them very interesting(only Hawkeye really disappointed), in character and not one-sided and all of them have their turn to shine. It didn't feel to me like a film that tried to cram in too many heroes all at once for the sake of it. The film is very slickly made with astounding special effects and dazzlingly executed stunt-work. Alan Silvestri's score pulsates with power and the action sequences are exciting. The story may be formulaic and standard good-and-evil but is crisply paced and intelligently handled with just the right blend of humour, pathos and action with not one component over-shadowing the others. What was really enjoyable especially was the toe-to-toe with Thor and Iron Man and Hulk. What was really remarkable was the script, filled with thoughtful exposition and snappy banter that stayed true to The Avengers while also with Joss Whedon's own style that was apparent in a lot of his other work. Overall, Avengers Assemble may not be 100% perfect or among the best ever but it is still an outstanding film with a lot to love about it, and no this is not coming from a fake account or a plant, just someone who can be hard to please who genuinely enjoyed it. 9/10 Bethany Cox",marvels_the_avengers,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,DC Extended Universe,0,DC Extended Universe,0,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,DC Extended Universe,0
"fantastic beasts and where to find them is an expansion of the Harry Potter universe, we explore beyond Hogwarts and the other countries where there are wizards and witches, Newt is a character with whom you can connect very quickly, his chemistry is very good, beasts are the best of the film its CGI is the best the plot where the protagonists look for them are very entertaining, something bad about this movie is getting too far from Hogwarts makes us forget that this movie belongs to the world of Harry Potter but magic is still present, Credence is a great character that although he does not have so much prominence that he makes the character understand a lot, the film is very good and an expansion of the magical world",fantastic_beasts_and_where_to_find_them,Wizarding World,Wizarding World,4,4,Wizarding World,4,Wizarding World,4,Star Wars,3,Wizarding World,4,Marvel Cinematic Universe,1
"A funny and intriguing Marvel movie with the mighty Thor!

Director Alan Taylor's superhero romantic fantasy thriller Thor: The Dark World (2013) is often maligned as Marvel's worst movie, but I found it enjoyable when I first saw it as well as after revisiting it now. 

Alan Taylor's direction is gripping, balancing strange fantasy elements like dark elves, silly comedy with Kat Dennings' blunt intern Darcy, and sweet romance drama between Chris Hemsworth's Thor and Natalie Portman's Jane Foster. Producers Stan Lee and Kevin Feige entrusted Thor to Alan Taylor, who takes Chris Hemsworth's Norse god Thor into a tender romantic hero and quirky fun loving guy. 

Chris Hemsworth's Thor is not the celestial deity from Thor or The Avengers, but Hemsworth's Thor is still endearing and cool. Hemsworth's naturally funny charisma, buff physique, likable easy going personality, intense screen presence, and striking romantic charm all work in his favor as The God of Thunder Thor.

Writers Christopher Markus, Stephen McFeely, Robert Rodat, Don Payne, and Christopher L. Yost curiously dive into mythology to make Thor's new villains dark elves. The dark elves are neat folklore figures with dark imagery and atmosphere. However, Christopher Eccleston's creepy and commanding Malekith is not the most interesting Marvel antagonist either. 

I found the voluptuous Kat Dennings' Darcy a chipper source of comedy relief. Everything Dennings says as Darcy is hilarious to me. She's so dumb funny. Thor and Jane's tender romance feels authentic and heartwarming again with their cute rapport emotionally working on me again like in Kenneth Branagh's Thor. The fierce rivalry and brotherly bond between Thor and Loki is explored to a genuinely moving finale where loyalties and motivations are tested. There are actual character arcs in Thor: The Dark World.

Natalie Portman is lovely and intelligent as scientist Jane Foster once again. I think her romantic chemistry with Chris Hemsworth really adds a lot of warmth and heart to Thor's Marvel movies. Tom Hiddleston's trickster god Loki is always funny, sly, and emotionally resonant. Anthony Hopkins has that peerless gravitas as Odin Allfather with Hopkins giving hard glares and stalwart emotional clarity in every one of his lines.

Jaimie Alexander is so pretty and cool as Lady Sif. I wish Marvel had given her more action sequences and deeper characterization as Jaimie Alexander is an amazing actress. Zachary Levi, Ray Stevenson, and Tadanobu Asano are still exciting and funny as Thor's brothers in arms. Idris Elba's steadfast and solemn Heimdall and Rene Russo's moving mother of Thor named Frigga are fantastic like in Thor. Stellan Skarsgård is very funny and likable as Erik Selvig once again. Alice Krige is sincerely eerie as Eir. Chris O'Dowd gets cucked by Chris Hemsworth's masculinity in his love for Natalie Portman's Jane Foster. Stan Lee's cameo is as charming as his other appearances in Marvel's movies. Chris Evans and Benicio del Toro's cameos are really neat and fun.

Editors Dan Lebental and Wyatt Smith's steady cuts keep Thor: The Dark World moving right along for an easy going fantasy adventure that does not drag too much in 112 minutes. Cinematographer Kramer Morgenthau uses these lovely ultra wide shots for the fantasy dark elves sequences, but as usual for me, I prefer the sleek and intimate close-up shots of Thor, Jane, Darcy, or Loki that are more emotionally revealing. John Bush's set decoration feels natural for Selvig's lab equipment, and grand for Asgard's golden realm of the gods.

Art directors Julian Ashby, Mike Stallion, Ray Chan, Thomas Brown, Jordan Crockett, Mark Swain, Matthew Robinson, Hayley Easton Street, and Adriaan Engelbrecht craft a grim fantasy realm for the dark elves. I wish we got to see more of their bleak world as visual effects artists James Baker, Mike Stillwell, and Adrien Flanquart's CGI is impressive for the black shroud of magic infesting Natalie Portman's Jane Foster.

Composer Brian Tyler wrote a beautiful, melodic score for Thor: The Dark World. His symphony captures the brooding nightshade of the dark elves, gentle romantic feelings for Thor and Jane, as well as a touching melody of Loki's fateful choice. 

Costume designers Wendy Partridge, Ken Crouch, Alejandro M. Hernandez, Gia Jimenez, Jacqueline Shulman, Nigel Hyams, Kim Shek, Kurt J. Blackwell, and Jason Airey come up with neat outfits for everyone. I do wish there was more color to these costumes and more saturation in general in The MCU. The make-up crew did amazing work for the dark elves and main cast making everyone look amazing.

In short, Thor: The Dark World is slightly underrated and very entertaining. It's solidly in the middle of Marvel's movies for me, not near the bottom.",thor_the_dark_world,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,MonsterVerse,2,DC Extended Universe,0,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,DC Extended Universe,0
"This movie wasn't funny, wasn't energetic, wasn't adrenaline pumping and was barely even impressive or creative from a technical perspective.  I didn't hate it by any means, but I found the first Ant Man to be a semi-inconsequential entry to the MCU, and this sequel is the exact same thing, only doubly-so.  Again, there's a lot more bickering between the two main heroes than there needs to be, the Wasp being a character that is often times just abrasive and needlessly mean-spirited, and there are random shifts from action to comedy that are extremely jarring as neither the action nor comedy work.  And while the first movie did have some genuine heart involving our main hero's broken family, all of that is removed in favor for just ""more comedy"" (a shame as the comedy is so bad).  The climax, at least, does have some engaging moments, but this feels too-little/too-late, as the movie felt like it did nothing but meander the entire runtime leading up to it.  None of the characters are engaging, only our main hero is charismatic, and the villains are entirely unmemorable.  I did really like the Infinity War tie-in at the very, very end, however.",ant_man_and_the_wasp,Marvel Cinematic Universe,Marvel Cinematic Universe,1,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1,Marvel Cinematic Universe,1
